student_id,race,gender,ethnicity,prior_educational_experience,socio_economic_class_rank,physical_disability,mental_health_disability,specific_learning_disability,autistic_spectrum,adhd,dyslexia,other_neurodivergence,deaf_or_hearing_impaired,wheelchair_user,requires_personal_care,blind_or_visually_impaired,communication_difficulties,no_known_disabilities,academic_year,faculty_code,faculty,department_code,department,programme_code,programme
139,Dwarf,Male,Granite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
140,Elf,Other,Palm,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
141,Elf,Other,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
142,Dwarf,Male,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.38,Folkloric Transmission and Archiving
143,Dwarf,Female,Flint,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
144,Elf,Male,Yew,Academic,5,False,True,True,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
145,Elf,Male,Ash,Academic,5,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
146,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.19,Integrated Mind-Body
147,Dwarf,Female,Malachite,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
148,Dwarf,Female,Malachite,Vocational,1,True,False,False,False,True,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
149,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
150,Elf,Male,Rowan,Academic,4,False,False,False,False,False,False,True,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
151,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
152,Elf,Male,Ash,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.29,Intergenerational Learning
153,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
154,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
155,Elf,Other,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
156,Dwarf,Male,Gypsum,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
157,Dwarf,Female,Malachite,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
158,Elf,Female,Holly,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
159,Elf,Male,Ash,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.43,Conflict Transformation through Cultural Design
160,Dwarf,Female,Granite,Vocational,3,False,False,True,False,False,False,False,False,False,False,True,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
161,Elf,Male,Ash,Academic,4,False,False,False,False,False,True,False,False,False,False,True,True,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.13,Living Stone Architecture
162,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
163,Elf,Female,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
164,Dwarf,Female,Granite,Vocational,2,True,False,False,False,True,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
165,Elf,Male,Rowan,Academic,4,False,False,True,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.25,Timekeeping in Plural Cultures
166,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.30,Pedagogies for Uncertain Times
167,Dwarf,Male,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
168,Elf,Male,Baobab,Academic,5,False,True,False,True,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
169,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
170,Dwarf,Female,Gypsum,Vocational,4,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
171,Elf,Female,Rowan,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.38,Folkloric Transmission and Archiving
172,Dwarf,Male,Sandstone,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
173,Elf,Female,Holly,Academic,3,False,False,False,False,False,True,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
174,Elf,Male,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
175,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
176,Dwarf,Male,Flint,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
177,Elf,Female,Holly,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
178,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
179,Elf,Female,Ash,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
180,Elf,Male,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
181,Dwarf,Male,Gypsum,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
182,Dwarf,Male,Sandstone,Vocational,3,False,False,False,False,False,True,False,False,False,True,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
183,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
184,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
185,Dwarf,Male,Malachite,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.13,Living Stone Architecture
186,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
187,Dwarf,Female,Flint,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
188,Elf,Female,Baobab,Academic,4,False,False,False,True,False,False,False,False,False,False,True,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.19,Integrated Mind-Body
189,Dwarf,Female,Flint,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
190,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
191,Elf,Male,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
192,Elf,Female,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.25,Timekeeping in Plural Cultures
193,Elf,Female,Palm,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
194,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
195,Elf,Male,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.41,Wisdom Traditions and Moral Craft
196,Dwarf,Male,Flint,Vocational,4,False,True,True,False,False,False,False,False,False,True,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
197,Dwarf,Female,Alabaster,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
198,Elf,Female,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
199,Dwarf,Female,Gypsum,Vocational,3,True,True,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
200,Dwarf,Female,Flint,Academic,4,False,False,False,False,False,True,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
201,Dwarf,Female,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
202,Dwarf,Male,Alabaster,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
203,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
204,Dwarf,Female,Alabaster,Vocational,4,False,False,True,False,False,False,False,False,False,True,False,False,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.18,Herbal Practice and Energy Work
205,Dwarf,Female,Malachite,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.41,Wisdom Traditions and Moral Craft
206,Elf,Male,Holly,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.43,Conflict Transformation through Cultural Design
207,Dwarf,Male,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
208,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
209,Elf,Male,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
210,Elf,Male,Yew,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
211,Dwarf,Female,Flint,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
212,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
213,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,True,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
214,Elf,Male,Palm,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
